price,Brand,Movement,Case Size,Case Thickness,Case Shape,Case Material,Glass Material,Hands,Indexes,Strap Material,Clasp Type,Gender,Water Resistance (M),Warranty Period,Country of Origin,Display,Power Reserve,Jewels,Interchangeable Strap,Bezel,Limited Edition,Frequency (bph),Case Material Coating,feature_Day-Night Indicator,feature_Month,feature_Tourbillon,feature_Dual Time,feature_Retrograde,feature_Date,feature_Small Seconds,feature_Perpetual Calendar,feature_Triple Time-zone,feature_Jumping Hours,feature_Flying Tourbillon,feature_Power Reserve Indicator,feature_Year,feature_Moon Phase,luminosity_on_Hands,luminosity_on_Hour,luminosity_on_Bezel,luminosity_on_Dial,precious_stone_on_Case,precious_stone_on_Dial,precious_stone_on_Bracelet,precious_stone_on_Crown,precious_stone_on_Clasp,precious_stone_on_Bezel,precious_stone_on_Lugs,precious_stone_on_Buckle
1822000,BVLGARI,Automatic,40.0,5.5,Octagon,Ceramic,Sapphire Crystal,Dauphine,Arabic Numerals,Ceramic,Folding,Men,30.0,5.0,Switzerland,Analog,60.0,36.0,0,No Bezel,0,21600.0,None,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308800,Frederique Constant,Automatic,42.0,,Round,G-S Hybrid,Sapphire Crystal,,,Leather,Others,Men,50.0,2.0,Switzerland,Analog,55.0,25.0,0,No Bezel,1,28800.0,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70000,Seiko,Automatic,45.0,,Round,G-S Hybrid,Sapphire Crystal,,,Steel,Folding,Men,200.0,2.0,Japan,Analog,,0.0,0,Unidirectional Rotating Bezel,0,,PVD,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
55000,Seiko,Quartz,44.5,,Round,Steel,Sapphire Crystal,,,Steel,Folding,Men,200.0,2.0,Japan,Analog,,0.0,0,Unidirectional Rotating Bezel,0,,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
402900,TAG Heuer,Quartz,27.0,9.0,Round,Steel,Sapphire Crystal,Plongeur,Baton,Steel,Folding,Women,300.0,2.0,Switzerland,,,0.0,0,No Bezel,0,,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
29600,Zeppelin,Quartz,40.0,,Round,Steel,Sapphire Crystal,,,Leather,Others,Men,50.0,2.0,Germany,,,0.0,0,No Bezel,0,,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25200,Zeppelin,Automatic,40.0,,Round,Steel,Sapphire Crystal,,,Leather,Others,Men,50.0,2.0,Germany,,,0.0,0,No Bezel,0,,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29600,Zeppelin,Automatic,43.0,,Round,Steel,Mineral Crystal,,,Leather,Others,Men,50.0,2.0,Germany,,,0.0,0,No Bezel,0,,None,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28960,Zeppelin,Quartz,42.0,,Round,Steel,Mineral Crystal,,,Steel,Folding,Men,50.0,2.0,Germany,,,0.0,0,No Bezel,0,,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26800,Zeppelin,Automatic,41.0,,Round,Steel,Mineral Crystal,,,Leather,Others,Men,50.0,2.0,Germany,,,0.0,0,No Bezel,0,,None,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25200,Zeppelin,Quartz,42.0,,Round,Steel,Mineral Crystal,,,Leather,Others,Men,50.0,2.0,Germany,,,0.0,0,No Bezel,0,,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31600,Zeppelin,Quartz,43.0,,Round,Steel,Mineral Crystal,,,Steel,Others,Men,50.0,2.0,Germany,,,0.0,0,No Bezel,0,,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29600,Zeppelin,Automatic,41.0,,Round,Steel,Mineral Crystal,,,Leather,Others,Men,50.0,2.0,Germany,,,0.0,0,No Bezel,0,,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31600,Zeppelin,Automatic,43.0,,Round,Steel,Mineral Crystal,,,Leather,Others,Men,50.0,2.0,Germany,,,0.0,0,No Bezel,0,,None,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26800,Zeppelin,Automatic,41.0,,Round,Steel,Mineral Crystal,,,Leather,Others,Men,50.0,2.0,Germany,,,0.0,0,No Bezel,0,,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29600,Zeppelin,Automatic,43.0,,Round,Steel,Mineral Crystal,,,Leather,Others,Men,50.0,2.0,Germany,,,0.0,0,No Bezel,0,,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31600,Zeppelin,Quartz,42.0,,Round,Steel,Mineral Crystal,,,Steel,Others,Men,50.0,2.0,Germany,,,0.0,0,No Bezel,0,,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
590000,Grand Seiko,Automatic,39.5,14.1,Round,Steel,Sapphire Crystal,Dauphine,Baton,Steel,Folding,Men,30.0,5.0,Japan,Analog,55.0,37.0,0,No Bezel,0,36000.0,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32800,Zeppelin,Automatic,43.0,,Round,Steel,Mineral Crystal,,,Steel,Folding,Men,50.0,2.0,Germany,Analog,,0.0,0,No Bezel,0,,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140000,Seiko,Automatic,42.2,,Round,Steel,Sapphire Crystal,,,Steel,Folding,Men,50.0,2.0,Japan,Analog,45.0,0.0,0,No Bezel,0,,None,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55000,Seiko,Automatic,41.8,,Round,Steel,Sapphire Crystal,,,Leather,Folding,Men,,2.0,Japan,Analog,41.0,0.0,0,No Bezel,0,,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197000,Longines,Automatic,41.0,,Round,Steel,Sapphire Crystal,,,Rubber,Others,Men,300.0,5.0,Switzerland,Analog,72.0,0.0,0,No Bezel,0,,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46500,Tissot,Quartz,26.0,,Round,G-S Hybrid,Sapphire Crystal,,,G-S Hybrid,Folding,Women,50.0,2.0,Switzerland,,,0.0,0,No Bezel,0,,PVD,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58000,Tissot,Quartz,45.5,,Round,Steel,Sapphire Crystal,,,Steel,Folding,Men,300.0,2.0,Switzerland,Analog,,0.0,0,No Bezel,0,,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79000,Tissot,Automatic,43.0,,Round,Steel,Sapphire Crystal,,,Steel,Folding,Men,300.0,2.0,Switzerland,Analog,80.0,0.0,0,Unidirectional Rotating Bezel,0,,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
390000,Grand Seiko,Quartz,40.0,13.1,Round,Ceramic,Sapphire Crystal,,Baton,Steel,Folding,Men,200.0,5.0,Japan,,,0.0,0,No Bezel,0,,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
146000,Junghans,Automatic,38.0,9.7,Round,Steel,Sapphire Crystal,Pencil,Stick,Leather,Tang,Men,50.0,2.0,Germany,Analog,38.0,25.0,0,No Bezel,0,28800.0,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
138000,Junghans,Automatic,38.0,10.0,Round,Steel,Sapphire Crystal,Pencil,Arabic Numerals,Leather,Tang,Men,50.0,2.0,Germany,Analog,38.0,25.0,0,No Bezel,0,28800.0,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
228000,Titoni,Automatic,42.0,,Round,Steel,Sapphire Crystal,,,Steel,Folding,Men,600.0,2.0,Switzerland,,,0.0,0,Unidirectional Rotating Bezel,0,,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
240000,Titoni,Automatic,42.0,,Round,G-S Hybrid,Sapphire Crystal,,,G-S Hybrid,Folding,Men,600.0,2.0,Switzerland,,,0.0,0,Unidirectional Rotating Bezel,0,,PVD,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
198000,Titoni,Automatic,40.0,,Round,Steel,Sapphire Crystal,,,Steel,Folding,Men,50.0,2.0,Switzerland,,,0.0,0,No Bezel,0,,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194000,Titoni,Automatic,40.0,,Round,Steel,Sapphire Crystal,,,Leather,Others,Men,50.0,2.0,Switzerland,,,0.0,0,No Bezel,0,,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133000,Titoni,Automatic,42.0,,Round,G-S Hybrid,Sapphire Crystal,,,G-S Hybrid,Others,Men,50.0,2.0,Switzerland,,,0.0,0,No Bezel,0,,PVD,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122000,Titoni,Automatic,40.0,,Round,G-S Hybrid,Sapphire Crystal,,,G-S Hybrid,Folding,Men,50.0,2.0,Switzerland,,,0.0,0,No Bezel,0,,PVD,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173000,Titoni,Automatic,41.0,,Round,Steel,Sapphire Crystal,,,Steel,Folding,Men,100.0,2.0,Switzerland,,,0.0,0,No Bezel,0,,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115000,Titoni,Automatic,40.0,,Round,Steel,Sapphire Crystal,,,Steel,Others,Men,50.0,2.0,Switzerland,,,0.0,0,No Bezel,0,,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120000,Titoni,Automatic,29.0,,Round,G-S Hybrid,Sapphire Crystal,,,G-S Hybrid,Folding,Women,50.0,2.0,Switzerland,,,0.0,0,No Bezel,0,,PVD,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112000,Titoni,Automatic,39.0,,Round,Steel,Sapphire Crystal,,,Steel,Others,Men,50.0,2.0,Switzerland,,,0.0,0,No Bezel,0,,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110800,Rado,Quartz,38.0,,Round,G-S Hybrid,Sapphire Crystal,,,G-S Hybrid,Folding,Unisex,30.0,5.0,Switzerland,,,0.0,0,No Bezel,0,,PVD,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37500,Tissot,Quartz,44.0,,Round,Steel,Sapphire Crystal,,,Steel,Folding,Men,100.0,2.0,Switzerland,,,0.0,0,No Bezel,0,,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46500,Tissot,Quartz,45.0,,Round,Steel,Sapphire Crystal,,,Leather,Others,Men,100.0,2.0,Switzerland,,,0.0,0,No Bezel,0,,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49000,Tissot,Quartz,45.0,,Round,Steel,Sapphire Crystal,,,Steel,Folding,Men,100.0,2.0,Switzerland,,,0.0,0,No Bezel,0,,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33000,Tissot,Quartz,44.0,,Round,Steel,Sapphire Crystal,,,Leather,Tang,Men,100.0,2.0,Switzerland,,,0.0,0,No Bezel,0,,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37000,Tissot,Quartz,30.0,,Round,Steel,Sapphire Crystal,,,Steel,Butterfly,Women,50.0,2.0,Switzerland,,,0.0,0,No Bezel,0,,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
44500,Tissot,Quartz,45.0,12.1,Round,Steel,Sapphire Crystal,,,Leather,Butterfly,Men,100.0,2.0,Switzerland,,,0.0,1,No Bezel,0,,PVD,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
131000,MeisterSinger,Automatic,40.0,10.0,Round,Steel,Others,,Arabic Numerals,Leather,Tang,Men,30.0,2.0,Switzerland,Analog,38.0,25.0,1,No Bezel,0,28800.0,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125000,Titoni,Automatic,39.0,,Round,Steel,Sapphire Crystal,,,Steel,Folding,Men,50.0,2.0,Switzerland,,,0.0,0,No Bezel,0,,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125000,Titoni,Automatic,40.0,,Round,Steel,Sapphire Crystal,,,Steel,Folding,Men,50.0,2.0,Switzerland,,,0.0,0,No Bezel,0,,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117000,Titoni,Automatic,29.0,,Round,Steel,Sapphire Crystal,,,Steel,Folding,Women,50.0,2.0,Switzerland,,,0.0,0,No Bezel,0,,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
131000,Titoni,Automatic,27.0,,Round,G-S Hybrid,Sapphire Crystal,,,G-S Hybrid,Folding,Women,50.0,2.0,Switzerland,,,0.0,0,No Bezel,0,,PVD,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
121000,Titoni,Automatic,27.0,,Round,G-S Hybrid,Sapphire Crystal,,,G-S Hybrid,Folding,Women,50.0,2.0,Switzerland,,,0.0,0,No Bezel,0,,PVD,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143000,Titoni,Automatic,39.5,,Round,Steel,Sapphire Crystal,,,Steel,Folding,Men,50.0,2.0,Switzerland,,,0.0,0,No Bezel,0,,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
116000,Titoni,Automatic,27.0,,Round,Steel,Sapphire Crystal,,,G-S Hybrid,Folding,Women,100.0,2.0,Switzerland,,,0.0,0,No Bezel,0,,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122000,Titoni,Automatic,33.5,,Round,Steel,Sapphire Crystal,,,Steel,Folding,Women,100.0,2.0,Switzerland,,,0.0,0,No Bezel,0,,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121000,Titoni,Automatic,30.0,,Round,Steel,Sapphire Crystal,,,Steel,Folding,Women,100.0,2.0,Switzerland,,,0.0,0,No Bezel,0,,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
115000,Titoni,Automatic,30.0,,Round,Steel,Sapphire Crystal,,,Steel,Folding,Women,100.0,2.0,Switzerland,,,0.0,0,No Bezel,0,,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
32850,Luminox,Quartz,45.0,,Round,Carbon-based,Mineral Crystal,,,Rubber,Others,Men,200.0,2.0,Switzerland,,,0.0,0,No Bezel,0,,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61000,Titoni,Quartz,32.0,,Round,Steel,Sapphire Crystal,,,Leather,Others,Women,30.0,2.0,Switzerland,,,0.0,0,No Bezel,0,,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1060000,Jaeger-LeCoultre,Automatic,39.0,9.3,Round,Steel,Sapphire Crystal,Dauphine,,Leather,Others,Men,50.0,2.0,Switzerland,Analog,70.0,30.0,0,No Bezel,0,28800.0,None,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
197000,Longines,Automatic,41.0,11.9,Round,Steel,Sapphire Crystal,,,G-S Hybrid,Folding,Men,300.0,5.0,Switzerland,Analog,72.0,21.0,0,Unidirectional Rotating Bezel,0,25200.0,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
404400,Rado,Automatic,43.0,,Round,Ceramic,Sapphire Crystal,Arrow,,Ceramic,Others,Men,300.0,5.0,Switzerland,,,0.0,0,Unidirectional Rotating Bezel,0,,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
398900,Rado,Automatic,43.0,,Round,Steel,Sapphire Crystal,Arrow,,Steel,Folding,Men,300.0,5.0,Switzerland,Analog,80.0,0.0,0,Unidirectional Rotating Bezel,0,,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
37000,Tissot,Quartz,40.0,,Tonneau,Steel,Sapphire Crystal,,,Steel,Others,Men,100.0,2.0,Switzerland,,,0.0,0,No Bezel,0,,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42000,Tissot,Quartz,33.17,,Round,G-S Hybrid,Sapphire Crystal,,,Leather,Tang,Women,50.0,2.0,Switzerland,Analog,,3.0,0,No Bezel,0,,PVD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
378000,Louis Erard,Automatic,43.0,,Round,Steel,Sapphire Crystal,,Arabic Numerals,Leather,Tang,Unisex,50.0,3.0,Switzerland,Analog,48.0,25.0,0,No Bezel,0,28800.0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
297000,Louis Erard,Automatic,42.0,12.5,Round,Steel,Sapphire Crystal,,Arabic Numerals,Leather,Tang,Unisex,50.0,3.0,Switzerland,Analog,38.0,31.0,0,No Bezel,0,28800.0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
303000,Louis Erard,Automatic,42.0,,Round,Steel,Sapphire Crystal,,,Leather,Folding,Unisex,50.0,3.0,Switzerland,Analog,38.0,26.0,0,No Bezel,1,28800.0,PVD,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
319000,Louis Erard,Automatic,44.0,15.0,Round,Ceramic,Sapphire Crystal,Pencil,,Leather,Folding,Men,50.0,3.0,Switzerland,Analog,48.0,25.0,0,No Bezel,1,28800.0,None,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
351000,Louis Erard,Automatic,44.0,15.0,Round,Titanium,Sapphire Crystal,Pencil,,Leather,Folding,Men,50.0,3.0,Switzerland,Analog,48.0,25.0,0,No Bezel,1,28800.0,None,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
351000,Louis Erard,Automatic,44.0,15.5,Round,Titanium,Sapphire Crystal,Pencil,,Leather,Folding,Men,50.0,3.0,Switzerland,Analog,48.0,25.0,0,No Bezel,1,28800.0,None,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
124000,Louis Erard,Automatic,41.0,,Round,Steel,Sapphire Crystal,,,Leather,Tang,Unisex,50.0,3.0,Switzerland,Analog,38.0,26.0,0,No Bezel,0,28800.0,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140000,Louis Erard,Automatic,41.0,,Round,G-S Hybrid,Sapphire Crystal,,,Leather,Tang,Unisex,50.0,3.0,Switzerland,Analog,38.0,26.0,0,No Bezel,0,28800.0,PVD,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162000,Louis Erard,Automatic,41.0,11.5,Round,Steel,Sapphire Crystal,Leaf,,Leather,Tang,Men,50.0,3.0,Switzerland,Analog,38.0,26.0,0,No Bezel,0,28800.0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
422000,Louis Erard,Automatic,42.0,,Round,Steel,Sapphire Crystal,,Roman Numerals,Leather,Tang,Unisex,50.0,3.0,Switzerland,Analog,38.0,31.0,1,No Bezel,1,28800.0,None,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50500,Tissot,Quartz,40.0,8.5,Round,Titanium,Sapphire Crystal,,,Titanium,Folding,Men,100.0,2.0,Switzerland,Analog,,0.0,0,No Bezel,0,,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
139000,Longines,Quartz,23.3,7.2,Rectangular,Steel,Sapphire Crystal,,,Leather,Others,Men,30.0,2.0,Switzerland,Analog,,0.0,0,No Bezel,0,,None,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254800,Rado,Automatic,38.0,9.7,Square,Ceramic,Sapphire Crystal,,,Ceramic,Folding,Unisex,50.0,5.0,Switzerland,Analog,80.0,0.0,0,No Bezel,0,,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232000,Maurice Lacroix,Automatic,42.0,11.0,Round,Steel,Sapphire Crystal,,Arabic Numerals,Steel,Folding,Men,200.0,2.0,Switzerland,Analog,38.0,26.0,0,No Bezel,0,28800.0,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
37000,Tissot,Quartz,40.0,,Tonneau,Steel,Sapphire Crystal,,,Steel,Folding,Men,100.0,2.0,Switzerland,Analog,,3.0,0,No Bezel,0,,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
946900,Omega,Automatic,43.0,,Round,Steel,Sapphire Crystal,,,Rubber,Others,Men,150.0,5.0,Switzerland,Analog,60.0,0.0,0,No Bezel,0,,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
969200,Omega,Automatic,43.0,,Round,Steel,Sapphire Crystal,,,Steel,Folding,Men,150.0,5.0,Switzerland,Analog,60.0,0.0,0,No Bezel,0,,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
720000,Hublot,Automatic,42.0,,Round,Titanium,Sapphire Crystal,,,Rubber,Others,Men,50.0,2.0,Switzerland,Analog,42.0,0.0,0,No Bezel,0,,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
698544,Carl F. Bucherer,Automatic,44.6,13.45,Round,Ceramic,Sapphire Crystal,,,Rubber,Folding,Men,500.0,2.0,Switzerland,Analog,38.0,25.0,0,Unidirectional Rotating Bezel,0,28800.0,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
804384,Carl F. Bucherer,Automatic,41.0,14.15,Round,Steel,Sapphire Crystal,Syringe,Arabic Numerals,Leather,Tang,Men,30.0,2.0,Switzerland,Analog,42.0,47.0,0,No Bezel,1,28800.0,None,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
804384,Carl F. Bucherer,Automatic,41.0,14.15,Round,Steel,Sapphire Crystal,Syringe,Arabic Numerals,Rubber,Tang,Men,30.0,2.0,Switzerland,Analog,42.0,47.0,0,No Bezel,1,28800.0,None,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
255000,Oris,Automatic,41.0,12.2,Round,Steel,Sapphire Crystal,Alpha,Arabic Numerals,Others,Others,Men,100.0,2.0,Switzerland,Analog,38.0,26.0,0,No Bezel,1,28800.0,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
770000,Grand Seiko,Spring Drive,38.5,10.2,Round,Steel,Sapphire Crystal,Dauphine,Baton,Leather,Folding,Men,30.0,5.0,Japan,Analog,72.0,30.0,0,No Bezel,0,32768.0,None,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255000,Longines,Automatic,42.0,12.2,Round,Steel,Sapphire Crystal,,,Steel,Folding,Men,100.0,5.0,Switzerland,Analog,72.0,0.0,0,No Bezel,0,25200.0,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
228000,Longines,Automatic,42.0,12.2,Round,Steel,Sapphire Crystal,,,Leather,Others,Men,100.0,5.0,Switzerland,Analog,72.0,0.0,0,No Bezel,0,25200.0,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45000,Tissot,Quartz,45.5,11.9,Round,Steel,Sapphire Crystal,,,Rubber,Others,Men,100.0,2.0,Switzerland,Analog,,0.0,1,No Bezel,0,,None,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
82000,Tissot,Automatic,40.0,11.5,Round,Steel,Sapphire Crystal,,,Steel,Folding,Men,100.0,2.0,Switzerland,Analog,80.0,25.0,0,No Bezel,0,,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
69150,Luminox,Quartz,45.0,14.0,Round,Carbon-based,Sapphire Crystal,,,Rubber,Others,Men,300.0,2.0,Switzerland,Analog,,0.0,0,Unidirectional Rotating Bezel,0,,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
36750,Luminox,Quartz,42.0,14.0,Round,Carbon-based,Mineral Crystal,,,Rubber,Tang,Men,200.0,2.0,Switzerland,Analog,,0.0,0,Unidirectional Rotating Bezel,0,,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
22800,Luminox,Quartz,39.0,12.0,Round,Carbon-based,Mineral Crystal,,,Silicone,Tang,Women,100.0,2.0,Switzerland,Analog,,0.0,0,Unidirectional Rotating Bezel,0,,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
