price,Brand,Movement,Case Size,Case Thickness,Case Shape,Case Material,Glass Material,Strap Material,Clasp Type,Gender,Water Resistance (M),Warranty Period,Country of Origin,Power Reserve,Jewels,Interchangeable Strap,Bezel,Limited Edition,Frequency (bph),Case Material Coating,feature_Day-Night Indicator,feature_Month,feature_Tourbillon,feature_Dual Time,feature_Retrograde,feature_Date,feature_Small Seconds,feature_Perpetual Calendar,feature_Triple Time-zone,feature_Jumping Hours,feature_Flying Tourbillon,feature_Power Reserve Indicator,feature_Year,feature_Moon Phase,luminosity_on_Hands,luminosity_on_Hour,luminosity_on_Bezel,luminosity_on_Dial,precious_stone_on_Case,precious_stone_on_Dial,precious_stone_on_Bracelet,precious_stone_on_Crown,precious_stone_on_Clasp,precious_stone_on_Bezel,precious_stone_on_Lugs,precious_stone_on_Buckle
412000,Doxa,Automatic,42.5,13.4,Round,Carbon-based,Sapphire Crystal,Rubber,Folding,Men,300.0,2.0,Switzerland,38.0,26.0,0,Unidirectional Rotating Bezel,0,28800.0,No coating,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
45000,Seiko,Automatic,40.5,11.8,Round,Steel,Hardlex Crystal,Leather,Folding,Men,50.0,2.0,Japan,41.0,24.0,0,No Bezel,0,21600.0,No coating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
612700,Omega,Automatic,41.0,13.2,Round,Steel,Sapphire Crystal,Steel,Butterfly,Men,150.0,5.0,Switzerland,60.0,39.0,0,No Bezel,0,25200.0,No coating,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
646100,Omega,Manual Winding,42.0,9.73840666666664,Round,Steel,Others,Others,Others,Men,50.0,5.0,Switzerland,50.0,0.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
779800,Omega,Manual Winding,42.0,13.2,Round,Steel,Sapphire Crystal,Steel,Folding,Men,50.0,5.0,Switzerland,50.0,26.0,0,No Bezel,0,21600.0,No coating,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
679500,Omega,Manual Winding,42.0,13.2,Round,Steel,Others,Steel,Folding,Men,50.0,5.0,Switzerland,50.0,26.0,0,No Bezel,0,21600.0,No coating,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
52000,Tissot,Automatic,42.0,10.980068,Round,G-S Hybrid,Sapphire Crystal,G-S Hybrid,Others,Men,50.0,2.0,Switzerland,71.83312,0.0,0,No Bezel,0,21600.0,PVD,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44000,Tissot,Quartz,45.0,12.216816666666691,Round,G-S Hybrid,Sapphire Crystal,G-S Hybrid,Others,Men,50.0,2.0,Switzerland,69.25247999999995,0.0,0,No Bezel,0,28800.0,PVD,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
746400,Omega,Manual Winding,42.0,10.104447333333319,Round,Steel,Sapphire Crystal,Leather,Others,Men,50.0,5.0,Switzerland,50.0,0.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1147000,Corum,Automatic,42.0,11.446748000000039,Round,Steel,Sapphire Crystal,Leather,Others,Men,50.0,2.0,Switzerland,42.0,27.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31600,Maserati,Quartz,45.0,12.169246666666591,Round,G-S Hybrid,Mineral Crystal,G-S Hybrid,Folding,Men,100.0,2.0,China,40.13368,0.0,0,No Bezel,0,28800.0,PVD,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28800,Maserati,Quartz,45.0,12.036798095238053,Round,Steel,Mineral Crystal,Steel,Folding,Men,100.0,2.0,China,38.65456000000004,0.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19200,Maserati,Quartz,44.0,11.607064285714287,Round,Steel,Mineral Crystal,Silicone,Others,Men,100.0,2.0,China,36.542720000000074,0.0,0,No Bezel,0,21600.0,No coating,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1200000,BVLGARI,Quartz,35.0,9.001893333333314,Drop,Steel,Sapphire Crystal,Steel,Others,Women,30.0,5.0,Switzerland,29.139040000000207,0.0,0,No Bezel,0,21600.0,No coating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
955000,BVLGARI,Quartz,35.0,8.953453333333316,Drop,Steel,Sapphire Crystal,Steel,Others,Women,30.0,5.0,Switzerland,29.55992000000021,0.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
616000,Corum,Automatic,42.0,10.537813333333403,Round,Steel,Sapphire Crystal,Leather,Others,Men,50.0,2.0,Switzerland,42.204,0.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110700,Frederique Constant,Quartz,34.0,7.992279999999985,Round,Steel,Sapphire Crystal,Leather,Tang,Women,30.0,2.0,Switzerland,34.60400000000011,4.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
110700,Frederique Constant,Quartz,34.0,8.027649999999996,Round,Steel,Sapphire Crystal,Leather,Others,Women,30.0,2.0,Switzerland,33.63384000000013,4.0,0,No Bezel,0,21600.0,No coating,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
280000,Baume & Mercier,Automatic,42.0,10.811903809523765,Dodecagon,Steel,Sapphire Crystal,Steel,Others,Men,100.0,2.0,Switzerland,38.0,26.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
280000,Baume & Mercier,Automatic,42.0,10.492499999999971,Round,Steel,Sapphire Crystal,Steel,Others,Men,100.0,2.0,Switzerland,38.0,26.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
379000,Baume & Mercier,Automatic,42.0,10.802806666666642,Round,Steel,Sapphire Crystal,Steel,Others,Men,100.0,2.0,Switzerland,120.0,21.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234000,Baume & Mercier,Quartz,36.0,9.34927999999999,Round,Steel,Sapphire Crystal,Steel,Others,Women,50.0,2.0,Switzerland,93.36479999999996,0.0,0,No Bezel,0,21600.0,No coating,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
195000,Baume & Mercier,Quartz,36.0,9.336059999999993,Round,Steel,Sapphire Crystal,Steel,Others,Women,50.0,2.0,Switzerland,93.36479999999996,0.0,0,No Bezel,0,21600.0,No coating,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190000,Baume & Mercier,Automatic,42.0,9.232279999999967,Round,Steel,Sapphire Crystal,Others,Others,Men,50.0,2.0,Switzerland,38.0,26.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108000,Baume & Mercier,Quartz,42.0,10.970321333333311,Round,Steel,Sapphire Crystal,Leather,Others,Men,50.0,2.0,Switzerland,55.89567999999998,0.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
784000,Corum,Automatic,38.0,9.778000000000015,Round,Titanium,Sapphire Crystal,Steel,Others,Women,100.0,2.0,Switzerland,42.0,25.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1274000,Corum,Automatic,38.0,9.585519999999967,Round,Titanium,Sapphire Crystal,Gold,Folding,Men,100.0,2.0,Switzerland,42.0,25.0,0,No Bezel,1,28800.0,No coating,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1284000,Corum,Automatic,38.0,9.585519999999967,Round,Titanium,Sapphire Crystal,Gold,Folding,Men,100.0,2.0,Switzerland,42.0,25.0,0,No Bezel,1,28800.0,No coating,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
432000,Corum,Automatic,42.0,11.791280000000013,Round,Titanium,Sapphire Crystal,Rubber,Others,Men,100.0,2.0,Switzerland,42.0,27.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
451000,Corum,Automatic,42.0,11.637203333333378,Round,Steel,Sapphire Crystal,Steel,Folding,Men,100.0,2.0,Switzerland,42.0,27.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
475000,Corum,Automatic,42.0,11.637203333333378,Round,Steel,Sapphire Crystal,Steel,Folding,Men,100.0,2.0,Switzerland,42.0,27.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
726000,Corum,Automatic,42.0,11.974123333333365,Round,Steel,Sapphire Crystal,Rubber,Folding,Men,100.0,2.0,Switzerland,42.0,27.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
951000,Corum,Automatic,42.0,11.551603333333373,Round,Steel,Sapphire Crystal,G-S Hybrid,Folding,Men,100.0,2.0,Switzerland,42.0,27.0,0,No Bezel,1,28800.0,No coating,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
628000,Corum,Automatic,42.0,11.966518095238095,Round,Steel,Sapphire Crystal,Steel,Folding,Men,100.0,2.0,Switzerland,42.0,37.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
598000,Corum,Automatic,42.0,12.724750476190462,Round,Steel,Sapphire Crystal,Rubber,Others,Men,100.0,2.0,Switzerland,42.0,37.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1709100,Panerai,Automatic,38.0,11.2,Cushion,Gold,Sapphire Crystal,Leather,Tang,Women,50.0,2.0,Switzerland,72.0,23.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1600000,H. Moser & Cie.,Automatic,42.8,10.6,Round,Steel,Sapphire Crystal,Others,Tang,Men,120.0,2.0,Switzerland,72.0,27.0,0,No Bezel,0,21600.0,No coating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
371000,Nomos Glashutte,Automatic,40.5,7.8,Round,Steel,Sapphire Crystal,Leather,Tang,Men,50.0,2.0,Germany,43.0,27.0,0,No Bezel,0,21600.0,No coating,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
153000,Nomos Glashutte,Manual Winding,38.5,8.5,Round,Steel,Sapphire Crystal,Leather,Winged Clasp,Men,100.0,2.0,Germany,43.0,17.0,0,No Bezel,0,21600.0,No coating,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
606900,TAG Heuer,Automatic,42.0,14.48,Round,Steel,Sapphire Crystal,Steel,Folding,Men,100.0,2.0,Switzerland,80.0,33.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
590000,Grand Seiko,Automatic,44.2,14.4,Round,Steel,Sapphire Crystal,Leather,Folding,Men,200.0,5.0,Japan,55.0,37.0,0,Bi-directional Rotating Bezel,0,36000.0,No coating,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
670000,Grand Seiko,Manual Winding,39.0,11.6,Round,Steel,Sapphire Crystal,Leather,Folding,Men,30.0,5.0,Japan,72.0,33.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29600,Zeppelin,Quartz,42.0,11.889008666666667,Round,Steel,Mineral Crystal,Leather,Others,Men,50.0,2.0,Germany,40.66992,0.0,0,No Bezel,0,21600.0,No coating,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43920,Zeppelin,Automatic,42.0,11.98192866666666,Round,Steel,Mineral Crystal,Leather,Others,Men,50.0,2.0,Germany,49.549119999999995,0.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28960,Zeppelin,Automatic,43.0,11.66861068542567,Round,Steel,Mineral Crystal,Leather,Others,Men,50.0,2.0,Germany,47.08256,0.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301000,Maurice Lacroix,Automatic,43.0,12.335383333333327,Round,Steel,Sapphire Crystal,Steel,Folding,Men,100.0,2.0,Switzerland,52.0,21.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
622200,TAG Heuer,Automatic,42.0,14.48,Round,Steel,Sapphire Crystal,Leather,Folding,Men,100.0,2.0,Switzerland,80.0,33.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
761000,IWC,Automatic,41.0,13.0,Round,Steel,Sapphire Crystal,Leather,Folding,Men,30.0,2.0,Switzerland,46.0,31.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
842000,IWC,Automatic,43.0,13.6,Round,Steel,Sapphire Crystal,Leather,Folding,Unisex,100.0,2.0,Switzerland,60.0,22.0,1,No Bezel,0,28800.0,No coating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
842000,IWC,Automatic,43.0,13.6,Round,Steel,Sapphire Crystal,Leather,Folding,Men,100.0,2.0,Switzerland,60.0,22.0,1,No Bezel,0,28800.0,No coating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
683000,IWC,Automatic,41.0,14.5,Round,Steel,Sapphire Crystal,Leather,Tang,Men,100.0,2.0,Switzerland,46.0,33.0,1,No Bezel,0,28800.0,No coating,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
810000,IWC,Automatic,41.0,14.5,Round,Steel,Sapphire Crystal,Steel,Folding,Men,100.0,2.0,Switzerland,46.0,33.0,1,No Bezel,0,28800.0,No coating,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2770000,Jaeger-LeCoultre,Automatic,40.0,9.5,Rectangular,Gold,Sapphire Crystal,Leather,Tang,Women,30.0,2.0,Switzerland,38.0,30.0,1,No Bezel,0,28800.0,No coating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1060000,Jaeger-LeCoultre,Automatic,39.0,9.3,Round,Steel,Sapphire Crystal,Leather,Folding,Men,50.0,2.0,Switzerland,70.0,30.0,1,No Bezel,0,28800.0,No coating,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2150000,Jaeger-LeCoultre,Automatic,39.0,9.3,Round,Gold,Sapphire Crystal,Leather,Tang,Men,50.0,2.0,Switzerland,70.0,30.0,1,No Bezel,0,28800.0,No coating,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
922400,Panerai,Automatic,44.0,15.65,Cushion,Steel,Sapphire Crystal,Leather,Tang,Men,100.0,2.0,Switzerland,42.0,41.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
994700,Panerai,Automatic,44.0,15.65,Cushion,Steel,Sapphire Crystal,Steel,Butterfly,Men,100.0,2.0,Switzerland,42.0,41.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
5169000,BVLGARI,Quartz,35.0,8.976996666666652,Oval,Gold,Sapphire Crystal,Gold,Others,Women,30.0,5.0,Switzerland,28.80232000000022,0.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
855600,Breitling,Automatic,44.0,14.4,Round,Ceramic,Sapphire Crystal,Rubber,Folding,Men,200.0,5.0,Switzerland,70.0,47.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
855600,Breitling,Automatic,44.0,14.4,Round,Ceramic,Sapphire Crystal,Rubber,Folding,Men,200.0,5.0,Switzerland,70.0,47.0,0,Unidirectional Rotating Bezel,0,28800.0,No coating,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
762600,Breitling,Manual Winding,40.0,13.0,Round,Steel,Sapphire Crystal,Leather,Folding,Men,100.0,5.0,Switzerland,70.0,28.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1255500,Breitling,Automatic,42.0,15.3,Round,Steel,Sapphire Crystal,Leather,Folding,Men,100.0,5.0,Switzerland,48.0,32.0,0,No Bezel,0,28800.0,No coating,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
333000,Raymond Weil,Automatic,42.0,10.9,Round,Steel,Sapphire Crystal,Leather,Folding,Men,100.0,2.0,Switzerland,41.0,27.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
436500,Frederique Constant,Automatic,34.0,10.358109333333369,Round,G-S Hybrid,Sapphire Crystal,G-S Hybrid,Others,Women,50.0,2.0,Switzerland,38.0,26.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
161000,Frederique Constant,Automatic,34.0,9.935545000000033,Round,Steel,Sapphire Crystal,Steel,Others,Women,50.0,2.0,Switzerland,38.0,26.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180000,Frederique Constant,Automatic,34.0,10.185829333333368,Round,Steel,Sapphire Crystal,Steel,Others,Women,50.0,2.0,Switzerland,38.0,26.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
341500,Frederique Constant,Automatic,34.0,10.209079333333365,Round,Steel,Sapphire Crystal,Steel,Others,Women,50.0,2.0,Switzerland,38.0,26.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
208500,Frederique Constant,Automatic,34.0,9.836090000000041,Round,Steel,Sapphire Crystal,Steel,Others,Women,50.0,2.0,Switzerland,38.0,26.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
237000,Frederique Constant,Automatic,34.0,9.96851000000004,Round,G-S Hybrid,Sapphire Crystal,G-S Hybrid,Others,Women,50.0,2.0,Switzerland,38.0,26.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2090000,Zenith,Automatic,41.0,13.6,Round,Gold,Sapphire Crystal,Leather,Folding,Unisex,100.0,2.0,Switzerland,60.0,35.0,0,No Bezel,0,36000.0,No coating,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
726000,Corum,Automatic,38.0,10.740039999999995,Round,Titanium,Sapphire Crystal,Rubber,Others,Unisex,50.0,2.0,Switzerland,42.0,21.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
730000,Corum,Automatic,38.0,10.740039999999995,Round,Titanium,Sapphire Crystal,Rubber,Others,Unisex,50.0,2.0,Switzerland,42.0,21.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1269900,Omega,Automatic,43.5,14.41258000000009,Round,Ceramic,Sapphire Crystal,Rubber,Others,Men,300.0,5.0,Switzerland,55.0,0.0,0,No Bezel,0,36000.0,No coating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
924600,Omega,Automatic,43.5,14.41258000000009,Round,Ceramic,Sapphire Crystal,Rubber,Others,Men,300.0,5.0,Switzerland,55.0,0.0,0,No Bezel,0,36000.0,No coating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
657300,Omega,Automatic,41.0,13.434543333333309,Round,Steel,Sapphire Crystal,Leather,Others,Men,300.0,5.0,Switzerland,60.0,0.0,0,Unidirectional Rotating Bezel,0,36000.0,No coating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
657300,Omega,Automatic,41.0,9.70510333333331,Round,Steel,Sapphire Crystal,Leather,Others,Men,300.0,5.0,Switzerland,60.0,0.0,0,No Bezel,0,36000.0,No coating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1849200,Omega,Automatic,34.0,9.381789999999997,Round,G-S Hybrid,Sapphire Crystal,G-S Hybrid,Others,Women,50.0,5.0,Switzerland,55.0,0.0,0,No Bezel,0,36000.0,No coating,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1225400,Omega,Automatic,34.0,9.381789999999997,Round,G-S Hybrid,Sapphire Crystal,G-S Hybrid,Others,Women,50.0,5.0,Switzerland,55.0,0.0,0,No Bezel,0,36000.0,No coating,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
690700,Omega,Automatic,34.0,9.270870000000007,Round,Steel,Sapphire Crystal,Steel,Others,Women,50.0,5.0,Switzerland,55.0,0.0,0,No Bezel,0,36000.0,No coating,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156000,Maurice Lacroix,Quartz,43.0,11.0,Round,Titanium,Sapphire Crystal,Rubber,Tang,Men,100.0,2.0,Switzerland,35.993280000000084,0.0,0,No Bezel,0,21600.0,No coating,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
130000,Junghans,Automatic,34.0,10.0,Round,Steel,Sapphire Crystal,Leather,Tang,Men,50.0,2.0,Germany,38.0,25.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
140000,Junghans,Automatic,34.0,10.0,Round,G-S Hybrid,Sapphire Crystal,Leather,Tang,Men,50.0,2.0,Germany,38.0,25.0,0,No Bezel,0,28800.0,PVD,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
110000,Junghans,Automatic,39.0,7.1,Round,Steel,Sapphire Crystal,Leather,Tang,Men,50.0,2.0,Germany,38.0,25.0,0,No Bezel,1,28800.0,PVD,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5740000,Louis Moinet,Automatic,46.0,15.400956666666639,Round,Gold,Sapphire Crystal,Leather,Folding,Men,50.0,2.0,Switzerland,48.0,30.0,0,No Bezel,1,28000.0,No coating,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
166200,Rado,Quartz,38.0,8.981199999999943,Round,G-S Hybrid,Sapphire Crystal,G-S Hybrid,Others,Men,30.0,5.0,Switzerland,73.91519999999997,0.0,0,No Bezel,0,21600.0,PVD,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
205000,Rado,Quartz,38.0,8.981199999999943,Round,G-S Hybrid,Sapphire Crystal,G-S Hybrid,Others,Men,30.0,5.0,Switzerland,73.91519999999997,0.0,0,No Bezel,0,21600.0,PVD,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
155100,Rado,Quartz,28.0,7.012799999999962,Round,G-S Hybrid,Sapphire Crystal,G-S Hybrid,Others,Women,30.0,5.0,Switzerland,64.28591999999999,0.0,0,No Bezel,0,25200.0,PVD,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
205000,Rado,Quartz,28.0,7.012799999999962,Round,G-S Hybrid,Sapphire Crystal,G-S Hybrid,Others,Women,30.0,5.0,Switzerland,64.28591999999999,0.0,0,No Bezel,0,25200.0,PVD,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
121900,Rado,Quartz,28.0,7.012799999999962,Round,G-S Hybrid,Sapphire Crystal,G-S Hybrid,Others,Women,30.0,5.0,Switzerland,64.28591999999999,0.0,0,No Bezel,0,25200.0,PVD,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2600000,Parmigiani,Automatic,42.0,13.7,Tonneau,Steel,Sapphire Crystal,Steel,Tang,Men,100.0,2.0,Switzerland,45.0,56.0,0,No Bezel,0,28800.0,No coating,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
5190000,Parmigiani,Automatic,42.0,14.3,Round,Gold,Sapphire Crystal,Rubber,Folding,Men,100.0,2.0,Switzerland,65.0,42.0,0,No Bezel,0,36000.0,No coating,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
