price,Brand,Movement,Case Size,Case Thickness,Case Shape,Case Material,Glass Material,Strap Material,Clasp Type,Gender,Water Resistance (M),Warranty Period,Country of Origin,Power Reserve,Jewels,Interchangeable Strap,Bezel,Limited Edition,Frequency (bph),Case Material Coating,precious_stone_on_Case,precious_stone_on_Dial,precious_stone_on_Bracelet,precious_stone_on_Crown,precious_stone_on_Clasp,precious_stone_on_Bezel,precious_stone_on_Lugs,feature_Power Reserve Indicator,feature_Date,feature_Perpetual Calendar,feature_Retrograde,feature_Year,feature_Day-Night Indicator,feature_Small Seconds,feature_Month,feature_Moon Phase,feature_Tourbillon,feature_Dual Time,feature_Jumping Hours
249300,Rado,Automatic,40.0,10.345606666666649,Round,Ceramic,Sapphire Crystal,Ceramic,Others,Unisex,50.0,5.0,Switzerland,80.0,0.0,0,No Bezel,0,28800.0,No coating,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249300,Rado,Automatic,38.0,10.02065666666666,Square,Ceramic,Sapphire Crystal,Ceramic,Others,Men,50.0,5.0,Switzerland,78.192,0.0,0,No Bezel,0,36000.0,No coating,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
210500,Rado,Quartz,29.0,6.853659999999993,Square,Ceramic,Sapphire Crystal,Ceramic,Others,Women,50.0,5.0,Switzerland,53.2608,0.0,0,No Bezel,0,28800.0,No coating,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
227100,Rado,Automatic,38.0,10.02065666666666,Square,Ceramic,Sapphire Crystal,Ceramic,Others,Men,50.0,5.0,Switzerland,78.192,0.0,0,No Bezel,0,36000.0,No coating,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
188400,Rado,Quartz,29.0,6.853659999999993,Square,Ceramic,Sapphire Crystal,Ceramic,Others,Women,50.0,5.0,Switzerland,53.2608,0.0,0,No Bezel,0,28800.0,No coating,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
257300,Rado,Automatic,38.0,10.02065666666666,Square,Ceramic,Sapphire Crystal,Ceramic,Others,Men,50.0,5.0,Switzerland,78.192,0.0,0,No Bezel,0,36000.0,No coating,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
221300,Rado,Quartz,29.0,6.853659999999993,Square,Ceramic,Sapphire Crystal,Ceramic,Others,Women,50.0,5.0,Switzerland,53.2608,0.0,0,No Bezel,0,28800.0,No coating,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
254800,Rado,Automatic,38.0,9.788943333333306,Square,Ceramic,Sapphire Crystal,Ceramic,Others,Men,50.0,5.0,Switzerland,79.726,0.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257300,Rado,Automatic,38.0,9.788943333333306,Square,Ceramic,Sapphire Crystal,Ceramic,Others,Men,50.0,5.0,Switzerland,79.726,0.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310200,Rado,Automatic,38.0,9.755489999999954,Square,Ceramic,Sapphire Crystal,Ceramic,Others,Unisex,50.0,5.0,Switzerland,79.866,0.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267600,Rado,Automatic,40.0,10.361373333333326,Round,Ceramic,Sapphire Crystal,Ceramic,Others,Unisex,50.0,5.0,Switzerland,78.88,0.0,0,No Bezel,0,28800.0,No coating,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
236700,Rado,Automatic,40.0,9.63250761904764,Round,Ceramic,Sapphire Crystal,Ceramic,Others,Unisex,30.0,5.0,Switzerland,79.306,0.0,0,No Bezel,0,21600.0,No coating,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
310200,Rado,Automatic,40.0,9.0,Round,Ceramic,Sapphire Crystal,Titanium,Folding,Unisex,30.0,5.0,Switzerland,73.682,0.0,0,No Bezel,1,21600.0,No coating,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
476400,Rado,Automatic,36.0,10.235590000000018,Round,Ceramic,Sapphire Crystal,Ceramic,Others,Women,50.0,5.0,Switzerland,77.584,0.0,0,No Bezel,0,36000.0,No coating,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
188400,Rado,Automatic,37.0,10.022866666666681,Round,Ceramic,Sapphire Crystal,Ceramic,Others,Men,50.0,5.0,Switzerland,77.87,0.0,0,No Bezel,1,21600.0,No coating,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
193900,Rado,Quartz,28.0,7.266639999999983,Round,Steel,Sapphire Crystal,Steel,Others,Women,30.0,5.0,Switzerland,49.092240000000004,0.0,0,No Bezel,0,21600.0,No coating,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
144000,Rado,Quartz,38.0,8.693834999999964,Round,Steel,Sapphire Crystal,Steel,Others,Men,30.0,5.0,Switzerland,73.01168,0.0,0,No Bezel,0,21600.0,No coating,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
144000,Rado,Quartz,28.0,6.799079999999962,Round,G-S Hybrid,Sapphire Crystal,Gold,Others,Women,30.0,5.0,Switzerland,49.459920000000004,0.0,0,No Bezel,0,36000.0,PVD,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
205000,Rado,Quartz,28.0,6.799079999999962,Round,G-S Hybrid,Sapphire Crystal,Gold,Others,Women,30.0,5.0,Switzerland,49.459920000000004,0.0,0,No Bezel,0,36000.0,PVD,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
211000,Rado,Quartz,38.0,8.636839999999971,Round,G-S Hybrid,Sapphire Crystal,Gold,Others,Men,30.0,5.0,Switzerland,72.92967999999999,0.0,0,No Bezel,0,21600.0,PVD,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
205000,Rado,Quartz,28.0,6.788759999999956,Round,G-S Hybrid,Sapphire Crystal,Gold,Others,Women,30.0,5.0,Switzerland,49.06024000000001,0.0,0,No Bezel,0,21600.0,PVD,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
155100,Rado,Quartz,38.0,8.636839999999971,Round,G-S Hybrid,Sapphire Crystal,Gold,Others,Men,30.0,5.0,Switzerland,72.92967999999999,0.0,0,No Bezel,0,21600.0,PVD,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
133800,Rado,Quartz,38.0,8.861119999999982,Round,G-S Hybrid,Sapphire Crystal,G-S Hybrid,Others,Women,30.0,5.0,Switzerland,72.62111999999999,0.0,0,No Bezel,0,21600.0,PVD,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
133800,Rado,Quartz,28.0,6.804239999999957,Round,G-S Hybrid,Sapphire Crystal,G-S Hybrid,Others,Women,30.0,5.0,Switzerland,48.24224,0.0,0,No Bezel,0,28800.0,PVD,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
155400,Rado,Automatic,35.0,10.328886666666687,Round,G-S Hybrid,Sapphire Crystal,G-S Hybrid,Others,Men,30.0,5.0,Switzerland,78.03768,0.0,0,No Bezel,0,28800.0,PVD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218000,Frederique Constant,Automatic,41.0,10.898250000000017,Round,G-S Hybrid,Sapphire Crystal,Leather,Others,Men,50.0,2.0,Switzerland,38.0,26.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227500,Frederique Constant,Automatic,41.0,10.519540000000001,Round,G-S Hybrid,Sapphire Crystal,Leather,Others,Men,50.0,2.0,Switzerland,38.0,26.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
189500,Frederique Constant,Automatic,41.0,10.78282000000002,Round,Steel,Sapphire Crystal,Steel,Others,Men,50.0,2.0,Switzerland,38.0,26.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
180000,Frederique Constant,Automatic,41.0,10.849940000000007,Round,Steel,Sapphire Crystal,Leather,Others,Men,50.0,2.0,Switzerland,38.0,26.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
199000,Frederique Constant,Automatic,41.0,11.117120000000034,Round,Steel,Sapphire Crystal,Steel,Others,Men,50.0,2.0,Switzerland,38.0,26.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
719712,Carl F. Bucherer,Automatic,43.0,14.45,Round,Steel,Sapphire Crystal,Others,Folding,Men,30.0,2.0,Switzerland,42.0,29.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
203000,Longines,Automatic,42.0,12.057119999999912,Round,Steel,Sapphire Crystal,Leather,Others,Men,100.0,5.0,Switzerland,64.0,0.0,0,No Bezel,0,25200.0,No coating,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
228000,Longines,Automatic,42.0,12.005359999999909,Round,Steel,Sapphire Crystal,Steel,Others,Men,100.0,5.0,Switzerland,64.0,0.0,0,No Bezel,0,25200.0,No coating,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
228000,Longines,Automatic,42.0,12.057119999999912,Round,Steel,Sapphire Crystal,Leather,Others,Men,100.0,5.0,Switzerland,64.0,0.0,0,No Bezel,0,25200.0,No coating,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
203000,Longines,Automatic,42.0,12.057119999999912,Round,Steel,Sapphire Crystal,Leather,Others,Men,100.0,5.0,Switzerland,64.568,0.0,0,No Bezel,0,21600.0,No coating,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
81000,Maurice Lacroix,Quartz,40.0,8.0,Round,G-S Hybrid,Sapphire Crystal,Leather,Tang,Men,50.0,2.0,Switzerland,36.2676000000001,0.0,0,No Bezel,0,21600.0,PVD,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
216000,Maurice Lacroix,Automatic,41.0,11.759659999999986,Round,Bronze,Sapphire Crystal,Leather,Folding,Men,100.0,2.0,Switzerland,38.0,26.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
785900,Breitling,Automatic,42.0,15.169440000000062,Round,Steel,Sapphire Crystal,Steel,Folding,Men,200.0,5.0,Switzerland,70.0,47.0,0,Unidirectional Rotating Bezel,0,28800.0,No coating,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
785900,Breitling,Automatic,42.0,15.1,Round,Steel,Sapphire Crystal,Steel,Folding,Men,200.0,5.0,Switzerland,70.0,47.0,0,Unidirectional Rotating Bezel,0,28800.0,No coating,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1199700,Breitling,Automatic,42.0,15.1,Round,G-S Hybrid,Sapphire Crystal,G-S Hybrid,Folding,Men,200.0,5.0,Switzerland,70.0,47.0,0,Unidirectional Rotating Bezel,0,28800.0,No coating,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
446400,Breitling,Automatic,35.0,9.9,Round,Steel,Sapphire Crystal,Leather,Folding,Women,30.0,2.0,Switzerland,38.0,25.0,0,Bi-directional Rotating Bezel,0,28800.0,No coating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
530100,Breitling,Automatic,35.0,10.266946666666653,Round,Steel,Sapphire Crystal,Leather,Others,Women,30.0,5.0,Switzerland,38.0,25.0,0,Bi-directional Rotating Bezel,0,28800.0,No coating,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281000,Longines,Automatic,42.0,13.91773000000003,Round,Steel,Sapphire Crystal,Leather,Others,Men,100.0,5.0,Switzerland,54.0,0.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
285000,Baume & Mercier,Automatic,31.0,10.23321333333333,Rectangular,Steel,Sapphire Crystal,Leather,Folding,Men,50.0,2.0,Switzerland,42.0,27.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
308000,Baume & Mercier,Automatic,42.0,11.575990476190537,Round,Bronze,Sapphire Crystal,Leather,Tang,Men,100.0,2.0,Switzerland,42.0,21.0,0,Unidirectional Rotating Bezel,0,28800.0,No coating,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
355000,Baume & Mercier,Automatic,42.0,13.48487666666664,Round,Steel,Sapphire Crystal,Leather,Folding,Men,100.0,2.0,Switzerland,42.0,37.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
355000,Baume & Mercier,Automatic,42.0,13.372403809523785,Round,Steel,Sapphire Crystal,Leather,Others,Men,50.0,2.0,Switzerland,42.0,37.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
135000,Baume & Mercier,Quartz,42.0,8.50252916666665,Round,Steel,Sapphire Crystal,Steel,Others,Men,50.0,2.0,Switzerland,53.03607999999997,3.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
112000,Doxa,Automatic,42.0,13.8,Round,Steel,Sapphire Crystal,Rubber,Tang,Men,200.0,2.0,Switzerland,38.0,25.0,0,Unidirectional Rotating Bezel,0,28000.0,No coating,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
112000,Doxa,Automatic,42.0,13.8,Round,Steel,Sapphire Crystal,Rubber,Others,Men,200.0,2.0,Switzerland,38.0,25.0,0,Unidirectional Rotating Bezel,0,28000.0,No coating,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
116000,Doxa,Automatic,42.0,13.8,Round,Steel,Sapphire Crystal,Steel,Folding,Men,200.0,2.0,Switzerland,38.0,25.0,0,Unidirectional Rotating Bezel,0,28000.0,No coating,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
275000,Doxa,Automatic,42.5,13.4,Round,Steel,Sapphire Crystal,Steel,Folding,Men,300.0,2.0,Switzerland,38.0,26.0,0,Unidirectional Rotating Bezel,0,28800.0,No coating,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
270000,Doxa,Automatic,42.5,13.4,Round,Steel,Sapphire Crystal,Rubber,Folding,Men,300.0,2.0,Switzerland,38.0,26.0,0,Unidirectional Rotating Bezel,0,28800.0,No coating,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
196000,Doxa,Automatic,42.5,13.65,Round,Steel,Sapphire Crystal,Rubber,Folding,Men,1200.0,2.0,Switzerland,38.0,25.0,0,Unidirectional Rotating Bezel,0,28800.0,No coating,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
201000,Doxa,Automatic,42.5,13.65,Round,Steel,Sapphire Crystal,Steel,Folding,Men,1200.0,2.0,Switzerland,38.0,26.0,0,Unidirectional Rotating Bezel,0,28800.0,No coating,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
201000,Doxa,Automatic,42.5,13.65,Round,Steel,Sapphire Crystal,Steel,Folding,Men,1200.0,2.0,Switzerland,38.0,25.0,0,Unidirectional Rotating Bezel,0,28800.0,No coating,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
249000,Doxa,Automatic,45.0,16.25,Round,Steel,Sapphire Crystal,Rubber,Folding,Men,1500.0,2.0,Switzerland,42.0,21.0,0,Unidirectional Rotating Bezel,0,28800.0,No coating,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
26800,Zeppelin,Quartz,40.0,10.005469999999999,Round,Steel,Mineral Crystal,Steel,Folding,Men,30.0,2.0,Germany,46.56735999999997,0.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
26320,Zeppelin,Automatic,40.0,11.542166666666672,Round,Steel,Mineral Crystal,Leather,Tang,Men,50.0,2.0,Germany,52.182,0.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26800,Zeppelin,Quartz,42.0,11.83659904761902,Round,Steel,Mineral Crystal,Steel,Others,Men,50.0,2.0,Germany,46.371759999999966,0.0,0,No Bezel,0,18000.0,No coating,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
26800,Zeppelin,Automatic,40.0,11.616558095238107,Round,Steel,Mineral Crystal,Leather,Others,Men,50.0,2.0,Germany,52.176,0.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25200,Zeppelin,Quartz,42.0,12.018435714285701,Round,Steel,Mineral Crystal,Leather,Others,Men,50.0,2.0,Germany,51.98255999999997,0.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
21920,Zeppelin,Quartz,42.0,12.018435714285701,Round,Steel,Mineral Crystal,Leather,Others,Men,50.0,2.0,Germany,51.98255999999997,0.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
761000,IWC,Automatic,41.0,13.0,Round,Steel,Sapphire Crystal,Leather,Folding,Unisex,30.0,2.0,Switzerland,46.0,27.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
244800,TAG Heuer,Quartz,43.0,12.4,Round,Ceramic,Sapphire Crystal,Steel,Folding,Men,200.0,2.0,Switzerland,50.432879999999976,0.0,0,Unidirectional Rotating Bezel,0,28800.0,No coating,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
357000,TAG Heuer,Automatic,42.0,11.272919999999985,Round,Steel,Sapphire Crystal,Leather,Others,Men,100.0,2.0,Switzerland,44.03567999999999,0.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
663000,TAG Heuer,Automatic,44.0,15.27,Round,Steel,Sapphire Crystal,Steel,Folding,Men,100.0,2.0,Switzerland,80.0,33.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
37500,Tissot,Quartz,45.0,11.790610000000019,Round,Steel,Sapphire Crystal,Others,Tang,Men,100.0,2.0,Switzerland,69.05807999999996,0.0,0,No Bezel,0,28800.0,PVD,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
79000,Tissot,Automatic,43.0,13.037293333333269,Round,Steel,Sapphire Crystal,Steel,Others,Men,300.0,2.0,Switzerland,80.0,23.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
70500,Tissot,Automatic,40.0,11.183246666666689,Round,Steel,Sapphire Crystal,Steel,Others,Men,50.0,2.0,Switzerland,67.862,0.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
64000,Tissot,Automatic,40.0,11.160373333333373,Round,Steel,Sapphire Crystal,Leather,Tang,Men,50.0,2.0,Switzerland,68.66,0.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
77000,Tissot,Automatic,40.0,10.623693333333346,Round,G-S Hybrid,Sapphire Crystal,G-S Hybrid,Folding,Men,50.0,2.0,Switzerland,68.158,0.0,0,No Bezel,0,28800.0,PVD,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
71500,Tissot,Automatic,40.0,10.607846666666717,Round,G-S Hybrid,Sapphire Crystal,Leather,Others,Men,50.0,2.0,Switzerland,67.916,0.0,0,No Bezel,0,28800.0,PVD,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
75500,Tissot,Automatic,40.0,11.268186666666692,Round,Steel,Sapphire Crystal,Leather,Others,Men,100.0,2.0,Switzerland,69.21767999999999,0.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
75500,Tissot,Automatic,40.0,11.266473333333352,Round,Steel,Sapphire Crystal,Leather,Butterfly,Men,100.0,2.0,Switzerland,70.428,0.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
49000,Tissot,Quartz,43.0,11.786459999999963,Round,Steel,Sapphire Crystal,Steel,Others,Men,200.0,2.0,Switzerland,66.48591999999995,0.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
45500,Tissot,Quartz,43.0,11.222047142857152,Round,Steel,Sapphire Crystal,Leather,Others,Men,100.0,2.0,Switzerland,65.77159999999995,0.0,0,No Bezel,0,18000.0,No coating,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
37500,Tissot,Quartz,45.0,11.88580000000002,Round,Steel,Sapphire Crystal,Others,Others,Men,100.0,2.0,Switzerland,68.15687999999994,0.0,0,No Bezel,0,28800.0,PVD,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
64000,Tissot,Automatic,30.0,9.991360000000002,Round,Steel,Sapphire Crystal,Leather,Others,Women,50.0,2.0,Switzerland,52.25711999999999,0.0,0,No Bezel,0,36000.0,No coating,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
82000,Tissot,Automatic,40.0,11.32485833333333,Round,Steel,Sapphire Crystal,Steel,Others,Men,100.0,2.0,Switzerland,68.65968,0.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
639000,IWC,Automatic,40.4,12.3,Round,Steel,Sapphire Crystal,Leather,Folding,Men,30.0,2.0,Switzerland,60.0,31.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
761000,IWC,Automatic,41.0,13.069349999999993,Round,Steel,Sapphire Crystal,Leather,Others,Men,30.0,2.0,Switzerland,46.0,27.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190000,Raymond Weil,Automatic,40.0,9.8,Round,G-S Hybrid,Sapphire Crystal,Leather,Tang,Men,50.0,2.0,Switzerland,38.0,26.0,0,No Bezel,0,28800.0,PVD,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
835500,Omega,Automatic,44.0,14.007340000000033,Round,Steel,Sapphire Crystal,Steel,Folding,Men,300.0,5.0,Switzerland,60.0,0.0,0,No Bezel,0,36000.0,No coating,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
802100,Omega,Automatic,44.0,14.094940000000044,Round,Steel,Sapphire Crystal,Rubber,Others,Men,300.0,5.0,Switzerland,60.0,0.0,0,No Bezel,0,36000.0,No coating,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
835500,Omega,Automatic,44.0,14.65824000000002,Round,Steel,Sapphire Crystal,Steel,Folding,Men,300.0,5.0,Switzerland,60.0,0.0,0,Unidirectional Rotating Bezel,0,36000.0,No coating,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
736000,BVLGARI,Quartz,33.0,8.013800000000012,Drop,Steel,Sapphire Crystal,Steel,Others,Women,30.0,5.0,Switzerland,39.71991999999999,0.0,0,No Bezel,0,21600.0,No coating,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
333000,Raymond Weil,Automatic,42.0,10.6,Round,Steel,Sapphire Crystal,Leather,Folding,Men,100.0,2.0,Switzerland,41.0,27.0,0,No Bezel,0,28800.0,PVD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320000,Raymond Weil,Automatic,42.0,13.85,Round,Steel,Sapphire Crystal,Leather,Folding,Men,100.0,2.0,Switzerland,48.0,25.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
350000,Oris,Automatic,43.5,13.5,Round,Ceramic,Sapphire Crystal,Steel,Folding,Men,300.0,2.0,Switzerland,120.0,21.0,0,Unidirectional Rotating Bezel,0,28800.0,No coating,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
235000,Oris,Automatic,40.0,13.14,Round,Steel,Sapphire Crystal,Leather,Tang,Men,100.0,2.0,Switzerland,38.0,26.0,1,Unidirectional Rotating Bezel,0,28800.0,No coating,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
229000,MeisterSinger,Automatic,40.0,10.5,Round,Steel,Sapphire Crystal,Leather,Tang,Men,50.0,2.0,Switzerland,38.0,25.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
494000,Corum,Automatic,42.0,10.434706666666717,Round,Steel,Sapphire Crystal,Steel,Folding,Men,50.0,2.0,Switzerland,42.0,27.0,0,No Bezel,0,28000.0,No coating,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
833000,Corum,Automatic,42.0,14.407980000000013,Round,Steel,Sapphire Crystal,Steel,Folding,Men,30.0,2.0,Switzerland,42.0,37.0,0,No Bezel,0,28000.0,No coating,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
18400,Maserati,Quartz,44.0,11.140674999999982,Round,Steel,Mineral Crystal,Steel,Others,Men,50.0,2.0,China,36.369200000000035,0.0,0,No Bezel,0,21600.0,No coating,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
26800,Maserati,Quartz,44.0,11.491466666666605,Round,Steel,Mineral Crystal,Steel,Others,Men,100.0,2.0,China,36.337440000000036,0.0,0,No Bezel,0,21600.0,No coating,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
43200,Maserati,Quartz,42.0,13.100429999999958,Round,Steel,Mineral Crystal,Leather,Tang,Men,100.0,2.0,China,40.45831999999999,0.0,0,No Bezel,0,21600.0,No coating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16400,Maserati,Quartz,44.0,10.934901706349187,Round,Steel,Mineral Crystal,Steel,Folding,Men,50.0,2.0,China,36.732240000000026,0.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
28800,Maserati,Quartz,44.0,10.926798095238095,Round,G-S Hybrid,Mineral Crystal,Leather,Tang,Men,50.0,2.0,China,37.287840000000024,0.0,0,No Bezel,0,28800.0,PVD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35600,Maserati,Automatic,44.0,12.601003333333338,Round,Steel,Mineral Crystal,Steel,Folding,Men,50.0,2.0,China,43.354,0.0,0,No Bezel,0,21600.0,PVD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34500,Tissot,Quartz,42.0,8.634166666666642,Round,Steel,Sapphire Crystal,G-S Hybrid,Others,Men,50.0,2.0,Switzerland,60.13343999999994,0.0,0,No Bezel,0,21600.0,No coating,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
