price,Brand,Movement,Case Size,Case Thickness,Case Shape,Case Material,Glass Material,Strap Material,Clasp Type,Gender,Water Resistance (M),Warranty Period,Country of Origin,Power Reserve,Jewels,Interchangeable Strap,Bezel,Limited Edition,Frequency (bph),Case Material Coating,luminosity_on_Hands,luminosity_on_Hour,luminosity_on_Bezel,luminosity_on_Dial,precious_stone_on_Case,precious_stone_on_Dial,precious_stone_on_Bracelet,precious_stone_on_Crown,precious_stone_on_Clasp,precious_stone_on_Bezel,precious_stone_on_Lugs,feature_Triple Time-zone,feature_Flying Tourbillon,feature_Month,feature_Perpetual Calendar,feature_Tourbillon,feature_Small Seconds,feature_Day-Night Indicator,feature_Dual Time,feature_Retrograde,feature_Jumping Hours,feature_Moon Phase,feature_Power Reserve Indicator,feature_Date,feature_Year
373000,Eberhard & Co.,Automatic,43.0,12.422309999999957,Round,Ceramic,Sapphire Crystal,Steel,Folding,Men,300.0,2.0,Switzerland,38.0,26.0,0,Unidirectional Rotating Bezel,0,28800.0,No coating,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
787000,IWC,Automatic,44.5,14.549896666666658,Round,Ceramic,Sapphire Crystal,Others,Others,Men,60.0,2.0,Switzerland,46.0,33.0,0,No Bezel,0,28800.0,No coating,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
380000,Bell & Ross,Automatic,41.0,9.65,Square,Steel,Sapphire Crystal,Leather,Tang,Men,100.0,2.0,Switzerland,54.0,25.0,0,No Bezel,0,28800.0,No coating,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
248600,Frederique Constant,Quartz,30.0,7.923760000000028,Round,Steel,Sapphire Crystal,Steel,Others,Women,30.0,2.0,Switzerland,33.78144000000011,1.0,0,No Bezel,0,21600.0,No coating,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
223000,Longines,Automatic,34.0,9.2,Round,Steel,Sapphire Crystal,Leather,Folding,Women,30.0,5.0,Switzerland,72.0,21.0,0,No Bezel,0,25200.0,No coating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128500,Alpina,Automatic,44.0,13.15,Round,Steel,Sapphire Crystal,Leather,Tang,Men,100.0,2.0,Switzerland,38.0,26.0,0,No Bezel,0,28800.0,No coating,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
227100,Rado,Automatic,39.5,11.3,Round,G-S Hybrid,Sapphire Crystal,G-S Hybrid,Others,Unisex,50.0,5.0,Switzerland,80.0,25.0,0,No Bezel,0,28800.0,PVD,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
515000,NORQAIN,Automatic,42.0,12.3,Round,Carbon-based,Sapphire Crystal,Rubber,Tang,Men,200.0,2.0,Switzerland,41.0,26.0,0,No Bezel,0,28800.0,No coating,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2370000,Louis Moinet,Automatic,46.0,16.2,Round,Titanium,Sapphire Crystal,Leather,Folding,Men,50.0,2.0,Switzerland,48.0,27.0,0,No Bezel,1,28800.0,No coating,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
118000,Raymond Weil,Quartz,30.0,7.35,Round,Steel,Sapphire Crystal,Steel,Folding,Women,100.0,2.0,Switzerland,33.58432000000011,0.0,0,No Bezel,0,21600.0,No coating,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
377400,TAG Heuer,Automatic,42.0,12.0,Round,Ceramic,Sapphire Crystal,Steel,Folding,Men,300.0,2.0,Switzerland,80.0,30.0,0,Unidirectional Rotating Bezel,0,28800.0,No coating,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
149000,Edox,Quartz,45.0,15.0,Round,Titanium,Sapphire Crystal,Rubber,Tang,Men,100.0,2.0,Switzerland,44.502479999999984,0.0,0,No Bezel,0,28800.0,PVD,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
228000,Longines,Automatic,42.0,10.165996666666674,Round,Steel,Sapphire Crystal,Steel,Others,Men,100.0,5.0,Switzerland,64.0,0.0,0,No Bezel,0,25200.0,No coating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
475000,Corum,Automatic,42.0,12.106400666666692,Round,Steel,Sapphire Crystal,Steel,Folding,Men,100.0,2.0,Switzerland,42.0,27.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
38800,Zeppelin,Automatic,41.0,12.0,Round,Steel,Mineral Crystal,Steel,Others,Men,50.0,2.0,Germany,60.0,21.0,0,No Bezel,0,36000.0,No coating,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1720000,Others,Automatic,41.0,12.65,Round,Steel,Sapphire Crystal,Leather,Folding,Men,30.0,5.0,Switzerland,72.0,28.0,0,No Bezel,0,25200.0,No coating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
108000,Raymond Weil,Quartz,34.0,7.323109999999993,Round,Steel,Sapphire Crystal,Steel,Folding,Women,50.0,2.0,Switzerland,33.81976000000011,0.0,0,No Bezel,0,21600.0,No coating,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
340000,Oris,Automatic,41.5,13.5,Round,Ceramic,Sapphire Crystal,Rubber,Folding,Men,300.0,2.0,Switzerland,120.0,21.0,0,Unidirectional Rotating Bezel,0,28800.0,No coating,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12000000,H. Moser & Cie.,Automatic,40.0,12.1,Cushion,Gold,Sapphire Crystal,Gold,Butterfly,Men,120.0,2.0,Switzerland,72.0,28.0,0,No Bezel,1,21600.0,No coating,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
221600,Rado,Automatic,40.0,9.824946666666662,Round,Ceramic,Sapphire Crystal,Ceramic,Folding,Men,50.0,5.0,Switzerland,79.376,0.0,0,No Bezel,0,36000.0,No coating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
332000,Frederique Constant,Automatic,41.0,14.22,Round,Steel,Sapphire Crystal,Steel,Folding,Men,100.0,2.0,Switzerland,60.0,26.0,0,No Bezel,1,28800.0,No coating,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
27000,Tissot,Quartz,40.0,8.3,Round,Steel,Sapphire Crystal,Leather,Tang,Men,100.0,2.0,Switzerland,63.73231999999996,0.0,1,No Bezel,0,25200.0,No coating,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
298000,Longines,Automatic,42.0,13.9,Round,Ceramic,Sapphire Crystal,Leather,Folding,Men,100.0,5.0,Switzerland,72.0,0.0,0,Bi-directional Rotating Bezel,0,21600.0,No coating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
249300,Rado,Automatic,42.0,10.807953333333344,Round,Steel,Sapphire Crystal,Steel,Others,Men,300.0,5.0,Switzerland,79.25285714285714,0.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
171700,Rado,Automatic,37.7,8.853699999999991,Round,G-S Hybrid,Sapphire Crystal,Leather,Others,Men,50.0,5.0,Switzerland,74.782,0.0,0,No Bezel,0,28800.0,PVD,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
940000,Ulysse Nardin,Automatic,42.0,11.64981166666665,Round,Steel,Sapphire Crystal,Rubber,Others,Men,50.0,2.0,Switzerland,60.0,50.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
446400,Breitling,Automatic,35.0,9.9,Round,Steel,Sapphire Crystal,Leather,Folding,Women,30.0,2.0,Switzerland,38.0,26.0,0,Bi-directional Rotating Bezel,0,28800.0,No coating,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
825552,Carl F. Bucherer,Automatic,43.0,14.45,Round,Steel,Sapphire Crystal,Rubber,Folding,Men,30.0,2.0,Switzerland,42.0,29.0,1,No Bezel,0,28800.0,DLC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
500000,Corum,Automatic,47.0,18.5,Round,Steel,Sapphire Crystal,Rubber,Tang,Men,100.0,2.0,Switzerland,42.0,25.0,0,No Bezel,0,28000.0,No coating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
365000,Longines,Automatic,42.0,14.2,Round,Steel,Sapphire Crystal,Steel,Folding,Men,30.0,5.0,Switzerland,66.0,0.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0
115000,Titoni,Automatic,30.0,7.637640000000018,Round,Steel,Sapphire Crystal,Steel,Folding,Women,100.0,2.0,Switzerland,40.332,0.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
28800,Maserati,Quartz,45.0,11.983249999999947,Round,Steel,Mineral Crystal,Steel,Folding,Men,100.0,2.0,China,37.62704000000005,0.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
261000,Tutima Glashütte,Automatic,34.0,10.199211666666642,Round,G-S Hybrid,Sapphire Crystal,Leather,Tang,Women,50.0,2.0,Germany,41.0,26.0,0,No Bezel,0,21600.0,No coating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
37000,Tissot,Quartz,35.0,9.850960000000011,Tonneau,Steel,Sapphire Crystal,Steel,Others,Unisex,100.0,2.0,Switzerland,57.53263999999995,0.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
216100,Rado,Quartz,40.0,9.747389999999992,Round,G-S Hybrid,Sapphire Crystal,Steel,Others,Men,50.0,5.0,Switzerland,77.98216,0.0,0,No Bezel,0,36000.0,PVD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2090000,Girard-Perregaux,Automatic,42.0,12.01,Octagon,Titanium,Sapphire Crystal,Titanium,Folding,Men,100.0,2.0,Switzerland,46.0,63.0,0,No Bezel,0,28800.0,No coating,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
407000,NORQAIN,Automatic,40.0,14.9,Round,Steel,Sapphire Crystal,Steel,Folding,Unisex,100.0,2.0,Switzerland,62.0,27.0,0,No Bezel,0,28800.0,No coating,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
32000,Tissot,Quartz,28.0,7.090339999999966,Round,G-S Hybrid,Sapphire Crystal,G-S Hybrid,Others,Women,50.0,2.0,Switzerland,54.74359999999998,0.0,0,No Bezel,0,28800.0,PVD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
630000,Bell & Ross,Automatic,41.0,9.4,Square,G-S Hybrid,Sapphire Crystal,Leather,Tang,Men,100.0,2.0,Switzerland,54.0,25.0,0,No Bezel,0,28800.0,No coating,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
18400,Maserati,Quartz,44.0,12.5,Round,Steel,Mineral Crystal,Silicone,Tang,Men,50.0,2.0,China,39.466560000000015,0.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
360000,Oris,Automatic,40.0,11.7,Round,Steel,Sapphire Crystal,Leather,Tang,Unisex,50.0,2.0,Switzerland,120.0,24.0,1,No Bezel,1,28800.0,No coating,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
450000,Bell & Ross,Automatic,42.0,10.697427380952455,Square,Bronze,Sapphire Crystal,Leather,Tang,Men,300.0,2.0,Switzerland,54.0,25.0,0,Unidirectional Rotating Bezel,1,28800.0,No coating,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1258800,Omega,Automatic,38.0,12.4,Round,G-S Hybrid,Sapphire Crystal,G-S Hybrid,Butterfly,Men,150.0,5.0,Switzerland,55.0,35.0,0,No Bezel,0,25200.0,No coating,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
890000,Hublot,Automatic,42.0,11.044779999999976,Round,Ceramic,Sapphire Crystal,Rubber,Others,Men,50.0,2.0,Switzerland,42.0,0.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
891200,Omega,Manual Winding,40.5,12.023440952380952,Round,Steel,Sapphire Crystal,Leather,Tang,Men,50.0,5.0,Switzerland,60.0,0.0,0,No Bezel,0,36000.0,No coating,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
560700,Panerai,Manual Winding,44.0,13.05,Round,Steel,Sapphire Crystal,Leather,Tang,Men,100.0,2.0,Switzerland,72.0,19.0,0,No Bezel,0,21600.0,No coating,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
233000,Longines,Automatic,40.0,9.35,Round,Steel,Sapphire Crystal,Leather,Folding,Men,30.0,5.0,Switzerland,72.0,0.0,0,No Bezel,0,25200.0,No coating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8400000,Arnold & Son,Manual Winding,41.5,8.3,Round,Platinum,Sapphire Crystal,Leather,Tang,Men,30.0,2.0,Switzerland,100.0,29.0,0,No Bezel,1,21600.0,No coating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
227500,Frederique Constant,Automatic,41.0,11.0,Round,G-S Hybrid,Sapphire Crystal,G-S Hybrid,Others,Men,100.0,2.0,Switzerland,38.0,26.0,0,No Bezel,0,28800.0,PVD,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1290000,Zenith,Automatic,42.0,11.6,Octagon,Steel,Sapphire Crystal,Steel,Folding,Unisex,100.0,2.0,Switzerland,60.0,35.0,1,No Bezel,0,36000.0,No coating,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
229000,MeisterSinger,Automatic,40.0,10.5,Round,Steel,Sapphire Crystal,Leather,Tang,Men,50.0,2.0,Switzerland,38.0,25.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
178000,Titoni,Automatic,42.0,12.5,Round,Ceramic,Sapphire Crystal,Rubber,Folding,Men,300.0,2.0,Switzerland,38.0,26.0,0,Unidirectional Rotating Bezel,0,28800.0,No coating,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
545900,Omega,Automatic,38.0,9.46890599999998,Round,Steel,Sapphire Crystal,Steel,Others,Men,100.0,5.0,Switzerland,53.706,0.0,0,No Bezel,0,21600.0,No coating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
249300,Rado,Automatic,38.0,8.329159999999968,Square,Ceramic,Sapphire Crystal,Ceramic,Others,Men,50.0,5.0,Switzerland,75.39312,0.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
757500,Omega,Manual Winding,40.0,10.638266666666672,Round,Steel,Sapphire Crystal,Leather,Tang,Men,30.0,5.0,Switzerland,72.0,0.0,0,No Bezel,0,21600.0,No coating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
84700,Frederique Constant,Quartz,26.5,6.947899999999993,Round,Steel,Sapphire Crystal,Steel,Others,Women,30.0,2.0,Switzerland,33.37024000000012,0.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28800,Maserati,Quartz,44.0,11.345389999999979,Round,G-S Hybrid,Mineral Crystal,Leather,Tang,Men,50.0,2.0,China,42.32735999999997,0.0,0,No Bezel,0,21600.0,PVD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
324000,Tutima Glashütte,Automatic,41.0,13.0,Round,Steel,Sapphire Crystal,Leather,Folding,Men,200.0,2.0,Germany,48.0,25.0,0,Bi-directional Rotating Bezel,0,28800.0,No coating,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
590400,Omega,Quartz,27.5,7.2,Round,G-S Hybrid,Sapphire Crystal,G-S Hybrid,Butterfly,Women,30.0,5.0,Switzerland,48.73992,0.0,0,No Bezel,0,21600.0,No coating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38400,Maserati,Quartz,45.0,12.4,Round,Steel,Mineral Crystal,Steel,Others,Men,100.0,2.0,China,39.74112000000001,0.0,0,No Bezel,0,28800.0,No coating,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2500000,H. Moser & Cie.,Automatic,40.0,10.3,Cushion,Steel,Sapphire Crystal,Steel,Folding,Men,120.0,2.0,Switzerland,72.0,27.0,0,No Bezel,0,21600.0,No coating,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1730000,Baume & Mercier,Automatic,40.0,11.84,Dodecagon,Steel,Sapphire Crystal,Steel,Others,Men,50.0,2.0,Switzerland,120.0,21.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0
43920,Zeppelin,Automatic,42.0,14.0,Round,Steel,Mineral Crystal,Leather,Others,Men,50.0,2.0,Germany,50.78,24.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
32850,Luminox,Quartz,43.0,13.0,Round,Carbon-based,Mineral Crystal,Rubber,Others,Men,200.0,2.0,Switzerland,38.094960000000036,0.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1012800,Panerai,Automatic,42.0,14.5,Cushion,Ceramic,Sapphire Crystal,Rubber,Tang,Men,300.0,2.0,Switzerland,72.0,23.0,0,Unidirectional Rotating Bezel,0,28800.0,No coating,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
336000,Nomos Glashutte,Automatic,38.5,7.1,Round,Steel,Sapphire Crystal,Leather,Winged Clasp,Men,50.0,2.0,Germany,43.0,27.0,0,No Bezel,0,21600.0,No coating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
305000,Baume & Mercier,Automatic,42.0,10.66,Dodecagon,Steel,Sapphire Crystal,Rubber,Folding,Men,100.0,2.0,Switzerland,38.0,26.0,0,No Bezel,0,28800.0,DLC,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
592000,IWC,Automatic,34.0,8.9,Round,Steel,Sapphire Crystal,Leather,Folding,Women,50.0,2.0,Switzerland,50.0,24.0,1,No Bezel,0,28800.0,No coating,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
652800,TAG Heuer,Automatic,42.0,13.212920000000029,Round,Steel,Sapphire Crystal,Leather,Others,Men,100.0,2.0,Switzerland,75.0,0.0,0,Bi-directional Rotating Bezel,0,28800.0,No coating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
29600,Zeppelin,Automatic,40.0,12.0,Round,Steel,Mineral Crystal,Leather,Others,Men,50.0,2.0,Germany,54.05,21.0,0,No Bezel,0,21600.0,No coating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
135000,Baume & Mercier,Quartz,42.0,10.492886666666646,Round,Steel,Sapphire Crystal,Steel,Others,Men,50.0,2.0,Switzerland,47.848479999999995,3.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
683000,IWC,Automatic,41.0,14.5,Round,Steel,Sapphire Crystal,Leather,Tang,Men,100.0,2.0,Switzerland,46.0,33.0,1,No Bezel,0,28800.0,No coating,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3260000,Louis Moinet,Automatic,46.0,15.249499999999982,Round,Titanium,Sapphire Crystal,Leather,Folding,Men,50.0,2.0,Switzerland,48.0,34.0,1,No Bezel,1,28800.0,No coating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
21200,Maserati,Quartz,43.0,10.5,Round,Steel,Mineral Crystal,Steel,Others,Men,50.0,2.0,China,40.147119999999994,0.0,0,No Bezel,0,21600.0,PVD,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
113500,Frederique Constant,Quartz,25.0,6.77,Oval,Steel,Sapphire Crystal,Steel,Others,Women,30.0,2.0,Switzerland,32.83256000000014,0.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28500,Tissot,Quartz,40.0,7.1,Round,Steel,Sapphire Crystal,Steel,Folding,Men,50.0,2.0,Switzerland,64.39631999999996,0.0,1,No Bezel,0,25200.0,No coating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300000,Grand Seiko,Quartz,39.0,12.1,Round,Steel,Sapphire Crystal,Steel,Folding,Men,100.0,5.0,Japan,55.674879999999945,0.0,0,No Bezel,0,28800.0,No coating,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
19000,Seiko,Quartz,33.9,8.646229999999997,Round,Steel,Hardlex Crystal,Steel,Others,Women,50.0,2.0,Japan,39.72968000000002,0.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
26800,Zeppelin,Quartz,42.0,12.137786666666676,Round,Steel,Others,Leather,Others,Men,50.0,2.0,Germany,40.36088,0.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
105000,Tissot,Automatic,46.0,16.3,Round,Steel,Sapphire Crystal,Rubber,Others,Men,600.0,2.0,Switzerland,80.0,23.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1590000,CVSTOS,Automatic,41.0,13.841586666666673,Tonneau,Steel,Sapphire Crystal,Rubber,Folding,Men,100.0,2.0,Switzerland,42.0,21.0,0,No Bezel,0,28800.0,PVD,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
190000,Raymond Weil,Automatic,39.5,9.2,Round,G-S Hybrid,Sapphire Crystal,G-S Hybrid,Folding,Men,50.0,2.0,Switzerland,41.0,26.0,0,No Bezel,0,28800.0,PVD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220000,Favre Leuba,Automatic,39.0,12.75,Round,Steel,Sapphire Crystal,Steel,Butterfly,Men,300.0,2.0,Switzerland,68.0,0.0,1,Unidirectional Rotating Bezel,0,28800.0,No coating,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
275000,Doxa,Automatic,42.5,13.4,Round,Steel,Sapphire Crystal,Steel,Folding,Men,300.0,2.0,Switzerland,38.0,26.0,0,Unidirectional Rotating Bezel,0,28800.0,No coating,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
220000,Oris,Automatic,41.5,13.0,Round,Ceramic,Sapphire Crystal,Rubber,Folding,Men,300.0,2.0,Switzerland,41.0,26.0,0,Unidirectional Rotating Bezel,0,28800.0,No coating,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8360000,Girard-Perregaux,Automatic,42.0,10.68,Octagon,Gold,Sapphire Crystal,Gold,Folding,Men,100.0,2.0,Switzerland,54.0,25.0,0,No Bezel,0,28800.0,No coating,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
104000,Frederique Constant,Quartz,37.0,7.65,Round,Steel,Sapphire Crystal,Leather,Tang,Unisex,50.0,2.0,Switzerland,37.38448000000006,0.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
804800,Panerai,Automatic,44.0,15.5,Cushion,Steel,Sapphire Crystal,Leather,Tang,Men,300.0,2.0,Switzerland,72.0,31.0,0,No Bezel,0,28800.0,No coating,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
40575,Luminox,Quartz,45.0,14.04006,Round,Carbon-based,Mineral Crystal,Rubber,Others,Men,200.0,2.0,Switzerland,42.84679999999997,0.0,0,Unidirectional Rotating Bezel,0,21600.0,No coating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
38500,Tissot,Quartz,30.0,7.797800000000031,Round,Steel,Sapphire Crystal,Steel,Others,Women,30.0,2.0,Switzerland,51.38327999999997,0.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
368000,Longines,Automatic,42.0,14.2,Round,Steel,Sapphire Crystal,Steel,Folding,Men,30.0,5.0,Switzerland,66.0,0.0,0,No Bezel,0,28800.0,No coating,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0
295800,TAG Heuer,Quartz,34.0,12.0,Round,Steel,Sapphire Crystal,Steel,Folding,Women,200.0,2.0,Switzerland,40.68408,0.0,0,Unidirectional Rotating Bezel,0,28800.0,No coating,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
